pct_scroll_move_duration	pct_mouse_move	mouse_move_total_rel_distance	page_activity_duration	pct_scrandom	screen_width	ack	pct_mouse_click	pct_input	pct_click	session_id	product_ean	browser_name	total_load_time	pct_scroll_move	user_id	scroll_move_total_rel_distance	pct_click_product_info	session_duration	pct_wild_mouse	screen_height	session_start	pct_rage_click	wild_mouse_duration	pct_doubleclick
11.52190	8.26440	6.61026	11.46855	63.14331	1366	1.00000	9.01698	0.00129	9.96305	1271533	7886630586571	safari	6.33402	51.08181	1126	6.39844	48.26103	229.98929	55.26328	1024	2021-07-12 16:36:09	57.34218	10.15530	6.80042
12.24257	9.87230	6.38585	8.05140	70.67960	1920	0.00000	7.97762	0.01657	9.43030	1039610	9361249482400	safari	5.43404	74.97362	877	11.43941	38.94723	268.71936	49.65479	1024	2018-09-28 02:32:06	72.68930	12.77387	8.69881
8.92588	7.24386	5.45585	6.58731	59.53887	higher	0.00000	8.44930	0.13288	12.41988	839586	5058773117703	chrome	9.59527	56.54696	558	10.05826	46.58289	120.87286	24.70790	768	2018-09-30 19:59:46	65.54006	14.86021	10.43169
5.26597	8.14189	7.04126	5.73956	36.80035	1280	0.00000	8.71681	0.00545	10.20775	925347	4135856994787	safari	1.68543	60.36018	1773	8.12986	44.29155	212.84653	70.21919	800	2022-10-31 23:19:23	48.63995	11.65931	5.19588
11.21700	9.14260	7.89476	6.64052	58.33637	1920	0.00000	9.09602	0.00089	10.68235	563270	6666792209881	opera	3.88810	37.76216	526	9.16331	62.85973	89.38473	49.59286	1024	2023-05-23 07:57:56	72.36462	9.79720	10.37901
10.10058	7.87008	8.58301	6.32595	57.66127	1920	0.00000	9.77003	0.00043	11.65350	772701	0888850794054	edge	9.29928	63.99409	689	8.70193	46.89847	198.85232	29.65165	1080	2021-03-28 11:02:27	34.31552	9.04486	13.54703
5.93034	8.62458	7.46544	6.02455	48.23306	1024	0.00000	8.34153	0.00387	9.64391	176824	7709405859888	edge	5.24676	55.23753	2499	8.82129	40.98418	124.62066	39.70086	800	2020-12-06 18:31:30	53.74729	11.32248	5.42117
6.87237	9.73996	5.84118	10.36399	47.73737	lower	1.00000	9.40293	0.00366	9.82237	338886	6060567217192	edge	1.45857	40.82452	959	6.05544	42.55214	133.69393	66.59452	1080	2020-02-04 03:51:31	74.64761	11.24802	6.57483
11.02646	9.71680	6.74800	6.23633	58.28564	1024	0.00000	8.10292	0.00397	10.54967	489915	0211712167473	chrome	5.64895	73.14034	1538	9.72727	48.02100	105.07939	50.09292	600	2019-01-13 10:32:03	45.49253	11.34359	9.35955
11.40944	9.86549	6.70043	8.48734	29.47559	1024	1.00000	7.25370	0.00084	9.45429	961143	3017539149817	chrome	1.27791	67.96766	2143	8.02700	30.46555	73.79701	60.40267	1024	2018-11-06 11:30:23	66.66188	9.75626	8.27383
11.12096	9.61536	5.73078	9.84414	23.24652	800	1.00000	10.47005	0.00204	11.58148	53669	5887792044444	edge	4.50918	52.14234	1776	5.40940	56.08491	227.00460	31.65981	800	2020-09-30 18:31:09	59.42374	10.65702	7.89950
7.13709	9.38566	5.92552	11.09890	73.08881	lower	1.00000	9.08931	0.00277	8.14582	812221	8521626303051	edge	0.80717	54.96266	253	7.33474	54.84248	152.82776	26.28072	800	2019-12-26 10:09:35	45.44955	10.95966	7.06489
10.57984	9.23414	5.51118	8.30268	42.70115	1920	0.00000	8.20018	0.45872	9.85114	722638	1520313898129	chrome	1.89520	57.52962	352	13.60629	51.98516	266.15478	34.94243	1024	2020-08-10 15:15:28	52.97761	16.09961	10.29626
9.89321	8.01315	9.17713	13.57914	48.19747	1280	1.00000	9.82956	0.00082	10.11014	221422	2305239008710	firefox	4.85838	55.05172	1076	6.92250	56.02512	110.77384	79.57182	1080	2023-06-15 22:20:10	44.71123	9.71461	7.23036
10.59926	9.41686	7.45375	5.03997	66.75646	1024	0.00000	9.56667	0.00610	10.95721	588735	5784686432014	chrome	4.19092	29.53825	835	11.08889	45.62125	165.39688	51.68105	600	2019-12-27 06:41:55	60.43072	11.77489	10.64688
9.11848	9.17551	7.49916	4.54528	43.97337	1024	0.00000	8.79240	0.00425	11.86748	1130436	4841384418090	chrome	3.07696	42.15983	1822	9.97808	48.15764	187.94684	58.14763	1024	2021-09-11 13:48:45	40.17171	11.40652	11.87410
11.44584	9.39995	8.01980	11.73930	63.88817	1920	1.00000	10.68005	0.00074	8.19562	740654	6665197853873	safari	0.75520	60.39752	2061	8.53035	52.75562	182.88864	40.81144	800	2020-11-05 06:19:09	44.61512	9.58530	6.55960
7.74292	7.34540	8.30660	11.23890	43.70247	1920	1.00000	7.83014	0.00376	9.56751	16952	7690605466405	edge	8.36869	60.93257	773	8.49077	55.71625	118.43174	64.32821	600	2020-10-05 01:55:47	45.49510	11.28223	6.83610
7.63163	7.81466	6.53519	6.33528	59.00348	1280	0.00000	8.84332	0.40815	10.55562	1327374	7943092582517	chrome	0.65891	63.62311	868	12.81139	43.23276	226.04829	41.58945	1080	2022-04-21 22:38:10	52.41689	15.98285	7.09895
10.38017	8.00783	7.67882	6.36630	59.27032	higher	0.00000	9.13193	0.00615	12.80813	1167772	6016758973347	chrome	4.79533	26.54952	1519	8.58485	39.10367	144.34940	59.96578	768	2019-10-21 19:58:58	51.35248	11.77669	9.14853
10.17185	6.98423	6.52167	12.38328	22.78670	800	1.00000	8.57372	0.00319	11.26561	102929	8780120660583	opera	6.79337	79.58655	2324	5.74416	49.10876	37.64495	27.13419	1080	2022-12-18 18:47:48	39.31839	11.11669	8.22905
7.47127	8.32323	7.91473	12.25374	53.48767	higher	1.00000	8.88340	0.00613	8.59785	692224	0527471390497	safari	4.55558	52.81631	2293	8.90521	41.27985	112.22795	16.12533	1024	2022-07-27 21:54:38	61.02490	11.77346	6.04096
6.00669	8.17250	4.72490	7.95874	34.87036	1280	1.00000	9.47864	0.00428	12.70819	1380655	6827319234902	chrome	3.97800	53.42727	2182	3.57377	53.50397	228.47882	53.19443	800	2022-10-18 20:50:09	52.88560	11.40733	8.07806
10.62727	8.60862	5.45035	12.03734	18.11039	1366	1.00000	8.40552	0.02994	11.28127	275220	9412279784955	opera	2.70580	76.85589	1654	6.66047	46.38154	143.86071	44.60377	1024	2018-10-21 17:04:23	65.07188	13.36940	5.40299
7.24444	8.34864	3.79112	10.51982	67.39433	1366	1.00000	9.83804	0.06149	12.25356	363493	5298309387990	chrome	0.63779	69.90844	179	6.02788	73.14381	93.29107	54.58171	800	2020-08-20 10:04:45	48.81373	14.08873	10.64439
10.45503	7.56983	6.44114	8.38952	64.49596	800	0.00000	8.10373	0.03180	9.54228	213389	3526024234148	edge	5.65810	61.73715	1493	12.00205	47.66047	94.27078	25.82996	768	2021-04-08 22:29:40	59.94601	13.42923	10.84994
11.02923	8.18384	7.86110	6.75001	53.23767	higher	0.00000	9.29463	0.00100	9.51839	369104	5234812831742	edge	1.48591	60.90420	328	10.38783	62.68285	80.23068	51.02690	1024	2022-08-18 18:07:42	70.44406	9.91532	10.85859
6.62286	7.80941	6.26973	6.37448	61.64091	1280	0.00000	8.21047	0.09579	11.22612	1144637	3273568162481	safari	0.47019	63.86975	1505	10.20643	46.18431	128.35056	51.46163	1024	2020-06-25 10:18:36	59.76166	14.53295	7.39567
10.61986	10.43588	9.37540	9.45661	47.96816	1024	1.00000	9.38479	0.00077	9.25958	1385514	8450964225353	edge	7.89115	58.61248	1915	9.30774	41.69842	173.35856	53.70917	768	2022-05-14 09:19:14	87.96043	9.65764	6.07049
9.82495	9.13804	6.98288	10.73847	53.77697	1280	1.00000	7.86774	0.00586	12.14196	763842	4296691645088	chrome	0.74309	53.56535	2353	6.18986	62.23549	230.57254	57.38563	1080	2020-11-20 00:43:38	53.29493	11.72560	7.08345
7.52131	9.16830	7.63232	7.25612	40.62602	1366	0.00000	8.50806	0.02980	9.90739	1011370	5289990353142	chrome	0.12113	84.73070	1260	11.56287	48.60350	123.84912	47.49449	1024	2018-12-14 04:49:18	51.18711	13.36556	8.20596
10.33702	10.69085	7.29466	10.86252	51.22099	1366	1.00000	9.82456	0.00104	11.28392	675283	8348480908730	safari	5.42702	43.85887	2270	5.88275	43.31587	154.83541	49.23447	1080	2021-02-17 15:49:07	67.48730	9.97705	8.38773
10.41881	9.55233	7.87500	6.26702	52.26398	1024	0.00000	9.91308	0.00303	11.08211	454461	8145377730326	chrome	3.65757	64.11302	77	9.58479	30.56026	109.66017	52.68063	768	2020-11-06 08:36:24	54.98242	11.05930	8.75978
10.38796	8.93978	9.39618	5.74058	62.41629	1920	0.00000	8.05680	0.00007	7.39778	748013	5204199517966	edge	8.47035	33.71710	1318	8.95925	31.88363	218.05301	40.21988	1080	2021-12-18 21:41:47	64.01005	5.52149	9.34971
7.78153	9.22005	7.38741	6.20003	53.64750	1366	0.00000	9.60803	0.05399	10.36401	741623	0365505484077	edge	2.97736	90.06528	2231	11.46039	44.03235	157.05337	32.31570	1024	2021-06-17 23:59:54	45.02826	13.96007	6.09760
10.02674	9.00562	7.32960	9.27134	36.44566	1366	1.00000	10.20568	0.00335	11.22249	710721	1964507661500	edge	3.10767	50.45010	1319	7.51158	25.45993	172.53753	35.36687	1080	2020-01-02 07:50:00	32.04832	11.17356	7.50738
7.71424	9.48197	7.64145	12.02400	53.06546	1024	1.00000	7.36698	0.04189	11.34945	704017	3670243111336	chrome	0.82220	45.06071	1214	8.73338	58.63008	125.53515	60.96323	600	2019-11-25 07:39:41	56.38410	13.70459	7.92615
11.16916	8.08606	7.97994	6.11105	59.61283	lower	0.00000	9.49319	0.00191	10.26215	464265	4520135760724	chrome	1.04208	64.48283	204	10.39964	34.67501	139.00963	55.90268	lower	2020-12-29 00:06:28	51.42022	10.60224	9.36013
7.56032	8.15327	8.07203	9.51540	46.04796	1920	1.00000	8.36104	0.00038	8.64832	803604	8692693990298	mobile	2.27963	61.73663	1192	7.28254	59.36762	194.40502	42.44315	800	2022-04-20 14:24:03	49.46572	8.89375	6.93960
6.93052	10.08237	6.22743	10.56683	72.13020	1024	1.00000	9.79036	0.02244	12.04799	97771	7827084577456	safari	9.37166	67.12570	2499	6.45338	59.82430	146.65475	40.38197	768	2022-07-10 18:35:56	30.22470	13.08113	7.72707
10.58271	8.98229	6.19705	8.58509	41.66371	higher	1.00000	9.75287	0.00079	11.78811	238939	5711923603067	edge	0.49748	45.41573	1069	5.49493	56.75290	55.15145	46.02818	800	2021-07-29 14:12:00	40.57028	9.69880	9.98053
8.48983	9.83377	9.48203	12.33941	56.33054	1366	1.00000	7.41925	0.02486	11.64055	1217497	8437631319386	chrome	4.44100	65.18814	2232	9.32311	44.22172	11.14832	52.16970	1024	2023-08-21 12:46:01	66.74982	13.18294	6.72618
12.10321	7.53809	6.04729	8.88458	54.64788	1920	1.00000	9.12547	0.00245	9.46166	1307817	9176835206069	chrome	2.55231	66.48516	1759	8.01027	41.62107	46.16733	0.60176	1024	2023-07-05 22:40:34	67.17968	10.83751	5.94982
7.64529	9.34335	6.59499	8.75916	41.70114	800	1.00000	8.50360	0.00549	12.97559	1246046	3979318808196	mobile	2.56243	46.04285	592	5.77072	44.40253	137.86717	57.13235	lower	2019-02-08 04:09:33	47.05224	11.66562	9.50133
11.47492	9.13660	7.66929	10.56894	22.23093	1280	1.00000	7.93883	0.00346	9.19560	96387	2855596867517	firefox	1.80047	25.48689	456	8.83542	59.91674	241.64829	55.03855	768	2019-08-19 07:40:31	37.04659	11.20272	4.31647
10.14654	9.82734	8.79510	11.26771	47.09346	1920	1.00000	10.05353	0.00252	9.90460	181784	6162406643480	chrome	7.00094	45.24992	1345	8.57440	59.26380	219.26073	30.92782	1024	2019-10-26 08:19:29	53.11657	10.86832	5.84911
7.56899	8.72847	9.41089	5.87654	50.19966	lower	0.00000	9.53503	0.00243	14.21324	829097	6716975193541	chrome	0.19829	39.37963	281	7.94488	77.21383	182.92498	66.31289	higher	2020-07-11 09:13:14	40.92890	10.84941	11.93033
9.54239	10.40981	9.30690	12.46978	63.27770	800	1.00000	11.39814	0.00105	10.51318	172737	9606641185994	edge	2.55189	68.57425	1586	7.33010	48.27538	100.01925	35.37429	600	2021-10-30 16:36:32	47.07142	10.02706	7.31952
8.69011	8.39606	8.66075	6.98377	53.22864	1920	0.00000	9.29063	0.01865	14.34285	93541	8690180982771	chrome	2.09374	69.27996	1101	8.63883	39.49249	106.56697	57.32047	768	2023-05-31 12:20:28	49.58084	12.89381	9.81318
6.65069	8.65402	5.48024	6.93129	53.50314	1280	0.00000	9.38383	0.05600	11.68570	1058722	3473066048816	firefox	9.58785	66.72697	1952	8.65658	52.19915	221.47665	36.63012	600	2021-03-17 14:04:02	53.32616	13.99627	8.72607
12.66117	8.10047	6.83620	11.54230	55.31209	800	1.00000	9.87152	0.00012	7.76253	1486950	7887589924629	chrome	3.03616	54.08360	1931	6.61052	47.79306	159.07744	24.64029	1080	2021-07-17 11:05:38	48.05766	7.35085	9.01405
9.89920	8.41240	5.13023	9.11186	41.52065	1366	0.00000	7.63735	0.35490	10.85285	1045035	3527115944519	edge	2.75227	54.12293	1327	11.39552	49.47322	218.98989	66.02751	1080	2021-05-08 12:10:13	36.32132	15.84297	9.67813
10.53878	8.85713	8.32689	8.47153	48.55352	1024	0.00000	9.55202	0.00048	9.87480	412987	7515385697965	edge	7.43152	49.10368	14	9.17615	58.06023	97.98148	27.51574	1024	2020-02-27 05:10:51	52.37649	9.14835	12.03375
8.16529	11.33684	7.18918	10.47225	44.89928	lower	1.00000	8.15678	0.01016	11.72157	827117	1176801415608	edge	5.92041	46.01789	582	7.49993	51.03221	97.61592	34.98828	600	2019-11-10 08:50:15	61.83047	12.28670	9.02182
12.44036	10.15603	5.81351	6.12420	52.89645	lower	0.00000	9.58311	0.00038	6.92269	1164421	1175259723785	edge	5.67432	45.97559	1069	11.24563	46.43054	41.87488	77.43764	1024	2022-05-01 08:20:21	51.16235	8.95773	13.10111
6.08311	8.84173	5.13727	8.68309	51.39154	1024	1.00000	10.79182	0.00287	11.19419	261204	4820651405902	chrome	3.03835	51.09792	253	4.56550	49.55970	173.41625	25.87540	1080	2021-03-05 11:28:01	72.03176	11.00859	7.57354
7.12001	8.92517	5.94407	10.72800	43.15011	1920	1.00000	9.40934	0.00788	10.50080	622887	3748612000748	chrome	0.30833	55.26838	1092	6.38816	29.36005	191.22742	42.97023	1024	2023-05-17 09:47:21	33.90588	12.02863	7.09020
9.82598	9.50328	9.44927	10.77741	41.77513	1920	1.00000	9.89262	0.00049	8.47024	978753	2639055933797	opera	3.67413	33.67672	1531	9.63130	42.54149	128.75382	35.83187	600	2021-08-30 18:06:17	47.78456	9.11841	9.13561
8.74560	9.81919	4.96832	5.84304	57.42992	1366	0.00000	8.81694	1.08630	11.64148	373859	9215222519754	firefox	4.31072	49.47219	2244	12.13282	49.90985	122.97930	22.64475	600	2022-01-07 18:31:18	44.90457	16.96175	7.89962
6.37715	8.76546	7.86201	11.15622	40.16226	1366	1.00000	9.29070	0.00511	9.75697	699462	9096713330986	opera	4.09502	53.00116	86	7.47382	53.94200	214.56623	30.07012	lower	2018-12-15 02:57:47	69.14089	11.59516	5.22101
9.67326	10.02775	6.54872	9.89111	58.12107	1280	1.00000	7.86881	0.00536	12.06863	450631	0861745731563	chrome	0.25739	70.35041	2291	6.44813	45.28363	102.59227	63.47693	1080	2022-10-30 23:58:46	56.61651	11.65100	8.50516
9.80969	10.84140	8.65478	9.37552	49.00022	1280	0.00000	9.20099	0.52415	10.75765	638450	7003317435476	firefox	3.06932	61.80438	637	14.43167	57.95312	48.27696	44.06447	1080	2022-12-08 23:17:29	48.41133	16.23300	7.94612
8.28663	8.06195	8.89491	12.76968	49.56044	1920	1.00000	8.84901	0.00185	12.54504	197415	9848176730489	edge	1.26421	41.04012	522	5.64572	31.23102	177.29508	64.39604	1080	2018-12-15 23:18:07	38.82815	10.56868	9.22313
8.31667	9.84379	8.32168	11.32307	70.70187	lower	1.00000	7.25276	0.00562	10.31464	39083	0793937995395	edge	6.11455	50.15084	254	8.49579	42.18207	-9.25500	35.86162	800	2021-11-11 22:03:11	80.50584	11.68617	7.39556
10.16362	8.24945	7.51881	12.00991	39.91200	1920	1.00000	9.43236	0.00268	11.02130	1408751	0261817159033	firefox	0.69425	39.90362	2267	6.48742	38.80635	130.09925	71.41559	1080	2022-10-11 10:42:59	62.07930	10.93867	6.99585
10.50978	8.05579	6.29229	6.24229	48.23962	1366	0.00000	8.11774	0.00029	6.77316	832912	1886269029704	chrome	0.52137	50.45427	1126	10.36800	44.14518	201.16569	72.22501	1080	2018-12-24 11:41:24	61.45270	8.45640	11.82781
10.17195	8.23856	7.35293	8.06550	60.06080	1366	0.00000	8.21778	0.10390	11.98466	821705	3730725837304	chrome	0.23647	63.25270	1663	11.61542	41.47706	319.49606	60.12862	768	2022-09-29 19:26:47	48.97318	14.61398	10.20111
8.88004	9.23774	6.35870	9.95692	45.78321	800	0.00000	10.37905	0.10233	14.25682	651065	2598391608618	edge	1.25436	44.98056	717	7.96175	33.47492	92.72036	51.45940	600	2023-01-07 13:31:04	65.31808	14.59895	11.98853
11.47182	6.84898	5.55441	9.29846	44.94859	1920	0.00000	10.02140	0.47714	10.91005	703281	8324565686274	chrome	6.55625	50.84086	2408	12.62849	45.83042	221.93778	46.86486	800	2023-03-30 05:40:25	64.73358	16.13903	10.57089
11.32740	8.69635	6.03017	8.30720	43.85853	1280	0.00000	8.26208	0.14151	10.43056	1462507	5250799707900	mobile	2.16177	57.50755	2457	12.44269	39.57393	118.23233	56.74740	1024	2019-07-04 08:57:06	47.96548	14.92319	10.10034
6.21987	8.58847	5.63834	9.21130	64.95052	1366	1.00000	9.55575	0.00319	10.80493	738814	0834866557541	chrome	6.81782	36.85714	460	5.26311	44.57869	210.24143	34.88545	800	2023-05-19 08:17:10	42.40541	11.11297	7.34440
11.55365	8.80271	4.60469	11.38608	44.59651	1366	1.00000	9.87685	0.01360	10.43634	206302	2152516665650	mobile	3.61399	68.46792	1471	6.59838	43.02136	177.22386	34.49796	1080	2019-09-30 13:42:47	45.34343	12.58186	6.18827
6.76664	8.37136	7.10657	10.44635	30.36086	higher	1.00000	8.84419	0.00402	10.09032	145066	8403941677942	mobile	3.26033	74.87515	2097	6.95177	55.82191	144.27814	52.12413	lower	2021-02-11 07:19:45	59.91890	11.34291	6.54565
5.70404	7.72141	9.23802	8.14727	41.96277	1920	0.00000	8.74916	0.01752	9.82417	129491	1500720754539	firefox	0.95382	49.79829	551	10.79282	39.93843	114.62893	46.43133	800	2020-05-04 05:33:45	42.53047	12.82998	4.91102
8.25309	9.90821	6.94896	6.72927	5.35283	1920	0.00000	9.03224	0.32879	10.37597	821572	5129863532598	mobile	4.79378	65.13734	1011	12.99647	46.86024	153.21879	49.01742	lower	2023-03-01 21:12:40	79.92935	15.76646	6.53221
14.29534	9.89311	8.62580	9.41208	47.26517	1024	0.00000	9.38569	0.00522	9.71794	5718	8970261984154	safari	1.23957	72.45648	2339	12.78495	48.07771	250.65574	14.19965	1080	2020-12-25 01:15:12	66.35377	11.61005	11.75317
5.92880	9.55434	5.46748	10.36565	38.17524	1280	1.00000	9.55542	0.00255	8.63705	1084950	4495741679466	safari	6.95743	59.35358	1718	6.05490	62.37042	223.51018	40.92657	800	2020-09-30 21:19:50	51.56659	10.88456	6.02012
6.06182	6.15006	6.89006	6.67883		higher	0.00000	9.49592	0.09172	10.80090	477496	1935336374732	chrome	2.49410	58.59240	2213	10.82529	40.97379	172.42179	59.45318	800	2019-02-08 19:16:46	63.12598	14.48967	7.34459
7.09690	10.11303	6.06728	5.54553	54.22950	1280	0.00000	8.20561	0.02926	10.76489	58818	9377981241342	chrome	7.26686	29.34759	784	9.84560	52.84538	145.47696	48.01768	768	2020-05-28 14:41:13	43.45686	13.34570	8.07542
6.44666	8.88179	4.68532	9.16925	33.53650	1280	1.00000	9.77474	0.00651	11.90020	1264359	6499830786446	edge	3.62326	37.38813	2191	4.27984	27.90398	157.50459	33.40965	768	2021-05-30 08:01:04	52.34919	11.84319	7.53625
11.34990	8.86463	6.81188	10.03805	56.35893	1280	1.00000	9.19819	0.00030	9.63047	1184601	5997463238376	edge	6.95925	50.24231	1262	6.57659	56.51226	137.47180	70.73575	768	2021-02-04 11:07:26	48.10341	8.71133	9.48651
9.59927	8.35938	5.98494	10.71567	34.38718	1024	1.00000	7.01032	0.01878	12.78839	466656	6420340050147	edge	3.44161	66.20008	2104	5.89852	56.88703	91.52898	37.87676	768	2021-06-02 02:02:25	75.45199	12.90177	7.17891
6.28377	10.25271	8.61151	8.62037	40.49277	higher	0.00000	8.61189	0.02184	10.63566	1039052	9264492141998	chrome	2.18198	66.59140	2039	10.27222	52.36851	211.80152	35.12524	1080	2018-11-10 01:40:59	36.05930	13.05392	7.14238
6.70826	10.56576	6.44609	11.48393	33.44938	1920	1.00000	8.96274	0.01284	9.97227	1472213	7121744936868	mobile	2.38927	59.27244	2174	7.19416	34.80178	183.43111	43.36819	lower	2019-06-25 03:55:18	36.41789	12.51782	6.14583
10.63676	7.26716	7.47822	10.82295	46.87232	1280	0.00000	9.07321	0.25237	11.89240	745174	6891847891098	firefox	1.01181	82.97135	1062	11.53036	66.03563	182.31244	43.92699	higher	2021-01-18 21:17:44	60.23516	15.50202	9.07215
11.39368	9.92306	6.83980	6.24130	68.79452	1920	0.00000	10.49871	0.02573	10.61230	228163	8932453341510	chrome	1.13696	63.72694	1724	11.89505	31.31790	223.74865	55.58668	800	2023-01-21 19:50:29	56.79511	13.21771	9.67927
